Datum;Altersklasse;Geschlecht;Anzahl_Personen
2020-09-30;70 - 79;FE;1
2020-10-01;20 - 29;FE;1
2020-10-01;20 - 29;MA;1
2020-10-01;40 - 49;MA;2
2020-10-02;10 - 19;FE;1
2020-10-02;20 - 29;FE;5
2020-10-02;20 - 29;MA;2
2020-10-02;30 - 39;MA;1
2020-10-02;40 - 49;FE;2
2020-10-02;50 - 59;MA;1
2020-10-02;60 - 69;FE;1
2020-10-02;60 - 69;MA;1
2020-10-03;20 - 29;FE;1
2020-10-03;30 - 39;FE;1
2020-10-03;30 - 39;MA;2
2020-10-03;50 - 59;MA;1
2020-10-04;20 - 29;FE;1
2020-10-04;20 - 29;MA;2
2020-10-04;30 - 39;FE;2
2020-10-04;30 - 39;MA;1
2020-10-05;20 - 29;FE;1
2020-10-05;20 - 29;MA;1
2020-10-05;30 - 39;MA;2
2020-10-05;40 - 49;MA;1
2020-10-05;60 - 69;MA;1
2020-10-06;20 - 29;MA;1
2020-10-06;30 - 39;FE;2
2020-10-06;40 - 49;MA;1
2020-10-07;10 - 19;FE;1
2020-10-07;20 - 29;FE;2
2020-10-07;30 - 39;FE;3
2020-10-07;30 - 39;MA;4
2020-10-07;40 - 49;FE;1
2020-10-07;40 - 49;MA;1
2020-10-07;50 - 59;FE;3
2020-10-07;50 - 59;MA;1
2020-10-08;00 - 09;FE;1
2020-10-08;20 - 29;FE;2
2020-10-08;20 - 29;MA;2
2020-10-08;30 - 39;FE;3
2020-10-08;30 - 39;MA;2
2020-10-08;40 - 49;FE;1
2020-10-08;40 - 49;MA;5
2020-10-08;60 - 69;MA;1
2020-10-09;10 - 19;FE;1
2020-10-09;10 - 19;MA;1
2020-10-09;20 - 29;FE;2
2020-10-09;20 - 29;MA;3
2020-10-09;30 - 39;FE;2
2020-10-09;30 - 39;MA;1
2020-10-09;40 - 49;MA;2
2020-10-09;50 - 59;FE;1
2020-10-09;60 - 69;FE;1
2020-10-09;70 - 79;MA;1
2020-10-10;10 - 19;FE;4
2020-10-10;10 - 19;MA;14
2020-10-10;20 - 29;FE;2
2020-10-10;30 - 39;FE;3
2020-10-10;30 - 39;MA;3
2020-10-10;40 - 49;MA;3
2020-10-10;50 - 59;FE;3
2020-10-10;50 - 59;MA;1
2020-10-10;60 - 69;MA;1
2020-10-10;70 - 79;FE;1
2020-10-11;10 - 19;FE;1
2020-10-11;10 - 19;MA;1
2020-10-11;20 - 29;FE;2
2020-10-11;20 - 29;MA;3
2020-10-11;30 - 39;MA;2
2020-10-11;40 - 49;MA;1
2020-10-11;50 - 59;MA;1
2020-10-11;70 - 79;FE;1
2020-10-11;80 - 89;FE;1
2020-10-11;80 - 89;MA;1
2020-10-12;00 - 09;MA;1
2020-10-12;10 - 19;FE;1
2020-10-12;10 - 19;MA;3
2020-10-12;20 - 29;FE;3
2020-10-12;20 - 29;MA;5
2020-10-12;30 - 39;FE;1
2020-10-12;30 - 39;MA;1
2020-10-12;40 - 49;FE;3
2020-10-12;40 - 49;MA;2
2020-10-12;70 - 79;MA;1
2020-10-13;00 - 09;FE;1
2020-10-13;00 - 09;MA;1
2020-10-13;10 - 19;FE;2
2020-10-13;20 - 29;FE;2
2020-10-13;20 - 29;MA;3
2020-10-13;30 - 39;FE;3
2020-10-13;30 - 39;MA;1
2020-10-13;40 - 49;FE;1
2020-10-13;40 - 49;MA;1
2020-10-13;50 - 59;MA;1
2020-10-13;70 - 79;MA;1
2020-10-14;10 - 19;MA;2
2020-10-14;20 - 29;FE;5
2020-10-14;20 - 29;MA;3
2020-10-14;30 - 39;FE;1
2020-10-14;30 - 39;MA;6
2020-10-14;40 - 49;FE;1
2020-10-14;40 - 49;MA;2
2020-10-14;50 - 59;FE;1
2020-10-14;50 - 59;MA;1
2020-10-14;60 - 69;FE;1
2020-10-14;70 - 79;MA;1
2020-10-15;00 - 09;FE;1
2020-10-15;10 - 19;FE;1
2020-10-15;10 - 19;MA;3
2020-10-15;20 - 29;FE;4
2020-10-15;20 - 29;MA;7
2020-10-15;30 - 39;FE;6
2020-10-15;30 - 39;MA;6
2020-10-15;40 - 49;FE;1
2020-10-15;40 - 49;MA;2
2020-10-15;50 - 59;MA;6
2020-10-15;60 - 69;FE;4
2020-10-15;70 - 79;FE;1
2020-10-15;70 - 79;MA;3
2020-10-16;10 - 19;FE;1
2020-10-16;10 - 19;MA;1
2020-10-16;20 - 29;FE;7
2020-10-16;20 - 29;MA;9
2020-10-16;30 - 39;FE;6
2020-10-16;30 - 39;MA;6
2020-10-16;40 - 49;FE;2
2020-10-16;40 - 49;MA;4
2020-10-16;50 - 59;FE;5
2020-10-16;50 - 59;MA;1
2020-10-16;60 - 69;FE;1
2020-10-16;60 - 69;MA;3
2020-10-16;70 - 79;FE;1
2020-10-16;70 - 79;MA;1
2020-10-17;00 - 09;MA;1
2020-10-17;10 - 19;FE;1
2020-10-17;10 - 19;MA;1
2020-10-17;20 - 29;FE;5
2020-10-17;20 - 29;MA;4
2020-10-17;30 - 39;FE;3
2020-10-17;40 - 49;FE;4
2020-10-17;50 - 59;MA;1
2020-10-17;60 - 69;FE;1
2020-10-17;70 - 79;FE;1
2020-10-17;70 - 79;MA;1
2020-10-18;10 - 19;FE;1
2020-10-18;20 - 29;MA;2
2020-10-18;30 - 39;FE;2
2020-10-18;30 - 39;MA;2
2020-10-18;40 - 49;FE;3
2020-10-18;50 - 59;MA;2
2020-10-19;> 89;FE;1
2020-10-19;10 - 19;FE;5
2020-10-19;10 - 19;MA;1
2020-10-19;20 - 29;FE;3
2020-10-19;20 - 29;MA;4
2020-10-19;30 - 39;FE;4
2020-10-19;30 - 39;MA;5
2020-10-19;40 - 49;FE;7
2020-10-19;40 - 49;MA;8
2020-10-19;50 - 59;FE;2
2020-10-19;60 - 69;FE;1
2020-10-19;60 - 69;MA;1
2020-10-20;10 - 19;FE;3
2020-10-20;10 - 19;MA;4
2020-10-20;20 - 29;FE;5
2020-10-20;20 - 29;MA;8
2020-10-20;30 - 39;FE;6
2020-10-20;30 - 39;MA;7
2020-10-20;40 - 49;FE;6
2020-10-20;40 - 49;MA;3
2020-10-20;50 - 59;FE;2
2020-10-20;50 - 59;MA;5
2020-10-20;60 - 69;MA;2
2020-10-21;00 - 09;MA;1
2020-10-21;10 - 19;FE;1
2020-10-21;10 - 19;MA;5
2020-10-21;20 - 29;FE;13
2020-10-21;20 - 29;MA;7
2020-10-21;30 - 39;FE;6
2020-10-21;30 - 39;MA;11
2020-10-21;40 - 49;FE;3
2020-10-21;40 - 49;MA;3
2020-10-21;50 - 59;FE;5
2020-10-21;50 - 59;MA;8
2020-10-21;60 - 69;FE;5
2020-10-21;60 - 69;MA;1
2020-10-21;70 - 79;FE;1
2020-10-21;70 - 79;MA;1
2020-10-21;80 - 89;FE;1
2020-10-21;80 - 89;MA;1
2020-10-22;10 - 19;FE;4
2020-10-22;10 - 19;MA;3
2020-10-22;20 - 29;FE;12
2020-10-22;20 - 29;MA;10
2020-10-22;30 - 39;FE;6
2020-10-22;30 - 39;MA;13
2020-10-22;40 - 49;FE;3
2020-10-22;40 - 49;MA;4
2020-10-22;50 - 59;FE;11
2020-10-22;50 - 59;MA;5
2020-10-22;60 - 69;FE;4
2020-10-22;60 - 69;MA;5
2020-10-22;70 - 79;FE;3
2020-10-22;70 - 79;MA;2
2020-10-22;80 - 89;FE;1
2020-10-22;80 - 89;MA;2
2020-10-23;00 - 09;MA;2
2020-10-23;10 - 19;FE;2
2020-10-23;10 - 19;MA;4
2020-10-23;20 - 29;FE;11
2020-10-23;20 - 29;MA;15
2020-10-23;30 - 39;FE;5
2020-10-23;30 - 39;MA;14
2020-10-23;40 - 49;FE;8
2020-10-23;40 - 49;MA;5
2020-10-23;50 - 59;FE;3
2020-10-23;50 - 59;MA;5
2020-10-23;60 - 69;FE;3
2020-10-23;60 - 69;MA;3
2020-10-23;70 - 79;FE;1
2020-10-23;70 - 79;MA;1
2020-10-23;80 - 89;FE;3
2020-10-24;> 89;FE;3
2020-10-24;> 89;MA;1
2020-10-24;10 - 19;MA;6
2020-10-24;20 - 29;FE;11
2020-10-24;20 - 29;MA;9
2020-10-24;30 - 39;FE;8
2020-10-24;30 - 39;MA;8
2020-10-24;40 - 49;FE;2
2020-10-24;40 - 49;MA;4
2020-10-24;50 - 59;FE;6
2020-10-24;50 - 59;MA;4
2020-10-24;60 - 69;FE;3
2020-10-24;60 - 69;MA;6
2020-10-24;70 - 79;FE;2
2020-10-24;70 - 79;MA;3
2020-10-24;80 - 89;FE;1
2020-10-25;10 - 19;FE;1
2020-10-25;10 - 19;MA;1
2020-10-25;20 - 29;FE;9
2020-10-25;20 - 29;MA;9
2020-10-25;30 - 39;FE;1
2020-10-25;30 - 39;MA;4
2020-10-25;40 - 49;FE;2
2020-10-25;50 - 59;FE;4
2020-10-25;50 - 59;MA;3
2020-10-25;60 - 69;FE;3
2020-10-25;60 - 69;MA;1
2020-10-25;70 - 79;FE;1
2020-10-25;80 - 89;MA;1
2020-10-26;> 89;FE;1
2020-10-26;00 - 09;FE;1
2020-10-26;00 - 09;MA;1
2020-10-26;10 - 19;FE;5
2020-10-26;10 - 19;MA;2
2020-10-26;20 - 29;FE;4
2020-10-26;20 - 29;MA;8
2020-10-26;30 - 39;FE;10
2020-10-26;30 - 39;MA;16
2020-10-26;40 - 49;FE;2
2020-10-26;40 - 49;MA;2
2020-10-26;50 - 59;FE;6
2020-10-26;50 - 59;MA;7
2020-10-26;60 - 69;MA;1
2020-10-26;80 - 89;FE;2
2020-10-27;00 - 09;FE;3
2020-10-27;10 - 19;FE;4
2020-10-27;10 - 19;MA;4
2020-10-27;20 - 29;FE;16
2020-10-27;20 - 29;MA;10
2020-10-27;30 - 39;FE;6
2020-10-27;30 - 39;MA;14
2020-10-27;40 - 49;FE;6
2020-10-27;40 - 49;MA;6
2020-10-27;50 - 59;FE;9
2020-10-27;50 - 59;MA;7
2020-10-27;60 - 69;FE;1
2020-10-27;60 - 69;MA;3
2020-10-27;70 - 79;MA;2
2020-10-27;80 - 89;FE;1
2020-10-27;80 - 89;MA;1
2020-10-28;> 89;FE;1
2020-10-28;00 - 09;FE;2
2020-10-28;10 - 19;FE;6
2020-10-28;10 - 19;MA;4
2020-10-28;20 - 29;FE;6
2020-10-28;20 - 29;MA;8
2020-10-28;30 - 39;FE;13
2020-10-28;30 - 39;MA;12
2020-10-28;40 - 49;FE;4
2020-10-28;40 - 49;MA;8
2020-10-28;50 - 59;FE;8
2020-10-28;50 - 59;MA;5
2020-10-28;60 - 69;FE;2
2020-10-28;60 - 69;MA;3
2020-10-28;70 - 79;FE;1
2020-10-29;> 89;MA;1
2020-10-29;10 - 19;FE;4
2020-10-29;10 - 19;MA;8
2020-10-29;20 - 29;FE;8
2020-10-29;20 - 29;MA;15
2020-10-29;30 - 39;FE;13
2020-10-29;30 - 39;MA;13
2020-10-29;40 - 49;FE;7
2020-10-29;40 - 49;MA;7
2020-10-29;50 - 59;FE;8
2020-10-29;50 - 59;MA;3
2020-10-29;60 - 69;FE;4
2020-10-29;60 - 69;MA;2
2020-10-29;70 - 79;FE;1
2020-10-29;70 - 79;MA;1
2020-10-30;> 89;MA;2
2020-10-30;10 - 19;FE;4
2020-10-30;10 - 19;MA;6
2020-10-30;20 - 29;FE;10
2020-10-30;20 - 29;MA;9
2020-10-30;30 - 39;FE;8
2020-10-30;30 - 39;MA;15
2020-10-30;40 - 49;FE;6
2020-10-30;40 - 49;MA;11
2020-10-30;50 - 59;FE;7
2020-10-30;50 - 59;MA;5
2020-10-30;60 - 69;FE;4
2020-10-30;60 - 69;MA;5
2020-10-30;70 - 79;FE;2
2020-10-30;70 - 79;MA;3
2020-10-30;80 - 89;MA;3
2020-10-31;00 - 09;FE;1
2020-10-31;10 - 19;FE;7
2020-10-31;10 - 19;MA;5
2020-10-31;20 - 29;FE;14
2020-10-31;20 - 29;MA;7
2020-10-31;30 - 39;FE;11
2020-10-31;30 - 39;MA;11
2020-10-31;40 - 49;FE;6
2020-10-31;40 - 49;MA;1
2020-10-31;50 - 59;FE;9
2020-10-31;50 - 59;MA;4
2020-10-31;60 - 69;FE;3
2020-10-31;60 - 69;MA;2
2020-10-31;70 - 79;FE;1
2020-10-31;70 - 79;MA;1
2020-10-31;80 - 89;FE;3
2020-11-01;10 - 19;FE;3
2020-11-01;10 - 19;MA;5
2020-11-01;20 - 29;FE;5
2020-11-01;20 - 29;MA;5
2020-11-01;30 - 39;FE;4
2020-11-01;30 - 39;MA;4
2020-11-01;40 - 49;FE;6
2020-11-01;40 - 49;MA;4
2020-11-01;50 - 59;FE;8
2020-11-01;50 - 59;MA;3
2020-11-01;60 - 69;MA;5
2020-11-01;70 - 79;MA;2
2020-11-01;80 - 89;FE;1
2020-11-01;80 - 89;MA;1
2020-11-02;> 89;FE;3
2020-11-02;00 - 09;MA;1
2020-11-02;10 - 19;MA;8
2020-11-02;20 - 29;FE;9
2020-11-02;20 - 29;MA;7
2020-11-02;30 - 39;FE;11
2020-11-02;30 - 39;MA;6
2020-11-02;40 - 49;FE;7
2020-11-02;40 - 49;MA;9
2020-11-02;50 - 59;FE;6
2020-11-02;50 - 59;MA;5
2020-11-02;60 - 69;FE;8
2020-11-02;60 - 69;MA;7
2020-11-02;70 - 79;FE;1
2020-11-02;70 - 79;MA;1
2020-11-02;80 - 89;FE;4
2020-11-02;80 - 89;MA;1
2020-11-03;00 - 09;FE;1
2020-11-03;00 - 09;MA;1
2020-11-03;10 - 19;FE;1
2020-11-03;10 - 19;MA;5
2020-11-03;20 - 29;FE;9
2020-11-03;20 - 29;MA;7
2020-11-03;30 - 39;FE;6
2020-11-03;30 - 39;MA;10
2020-11-03;40 - 49;FE;6
2020-11-03;40 - 49;MA;9
2020-11-03;50 - 59;FE;2
2020-11-03;50 - 59;MA;9
2020-11-03;60 - 69;FE;5
2020-11-03;60 - 69;MA;1
2020-11-03;70 - 79;FE;2
2020-11-03;70 - 79;MA;3
2020-11-03;80 - 89;FE;2
2020-11-04;> 89;FE;1
2020-11-04;10 - 19;FE;5
2020-11-04;10 - 19;MA;4
2020-11-04;20 - 29;FE;9
2020-11-04;20 - 29;MA;8
2020-11-04;30 - 39;FE;13
2020-11-04;30 - 39;MA;6
2020-11-04;40 - 49;FE;8
2020-11-04;40 - 49;MA;8
2020-11-04;50 - 59;FE;4
2020-11-04;50 - 59;MA;7
2020-11-04;60 - 69;FE;4
2020-11-04;60 - 69;MA;4
2020-11-04;70 - 79;MA;1
2020-11-04;80 - 89;FE;3
2020-11-04;80 - 89;MA;1
2020-11-05;> 89;FE;1
2020-11-05;10 - 19;FE;4
2020-11-05;10 - 19;MA;3
2020-11-05;20 - 29;FE;11
2020-11-05;20 - 29;MA;6
2020-11-05;30 - 39;FE;9
2020-11-05;30 - 39;MA;10
2020-11-05;40 - 49;FE;9
2020-11-05;40 - 49;MA;11
2020-11-05;50 - 59;FE;6
2020-11-05;50 - 59;MA;9
2020-11-05;60 - 69;FE;3
2020-11-05;60 - 69;MA;6
2020-11-05;70 - 79;FE;1
2020-11-05;70 - 79;MA;4
2020-11-05;80 - 89;FE;1
2020-11-06;> 89;FE;3
2020-11-06;10 - 19;FE;4
2020-11-06;10 - 19;MA;4
2020-11-06;20 - 29;FE;12
2020-11-06;20 - 29;MA;8
2020-11-06;30 - 39;FE;5
2020-11-06;30 - 39;MA;8
2020-11-06;40 - 49;FE;6
2020-11-06;40 - 49;MA;4
2020-11-06;50 - 59;FE;5
2020-11-06;50 - 59;MA;6
2020-11-06;60 - 69;FE;6
2020-11-06;60 - 69;MA;9
2020-11-06;70 - 79;FE;5
2020-11-06;70 - 79;MA;3
2020-11-06;80 - 89;FE;3
2020-11-06;80 - 89;MA;2
2020-11-07;> 89;MA;1
2020-11-07;00 - 09;MA;1
2020-11-07;10 - 19;FE;1
2020-11-07;10 - 19;MA;6
2020-11-07;20 - 29;FE;6
2020-11-07;20 - 29;MA;5
2020-11-07;30 - 39;FE;6
2020-11-07;30 - 39;MA;5
2020-11-07;40 - 49;FE;10
2020-11-07;40 - 49;MA;5
2020-11-07;50 - 59;FE;6
2020-11-07;50 - 59;MA;4
2020-11-07;60 - 69;FE;1
2020-11-07;60 - 69;MA;3
2020-11-07;70 - 79;FE;3
2020-11-07;70 - 79;MA;3
2020-11-07;80 - 89;FE;1
2020-11-07;80 - 89;MA;2
2020-11-08;10 - 19;FE;2
2020-11-08;10 - 19;MA;1
2020-11-08;20 - 29;FE;4
2020-11-08;20 - 29;MA;1
2020-11-08;30 - 39;FE;9
2020-11-08;30 - 39;MA;6
2020-11-08;40 - 49;FE;6
2020-11-08;40 - 49;MA;3
2020-11-08;50 - 59;FE;5
2020-11-08;50 - 59;MA;5
2020-11-08;60 - 69;FE;4
2020-11-08;60 - 69;MA;4
2020-11-08;70 - 79;MA;3
2020-11-08;80 - 89;FE;2
2020-11-09;> 89;MA;1
2020-11-09;00 - 09;MA;1
2020-11-09;10 - 19;FE;1
2020-11-09;10 - 19;MA;3
2020-11-09;20 - 29;FE;6
2020-11-09;20 - 29;MA;5
2020-11-09;30 - 39;FE;7
2020-11-09;30 - 39;MA;5
2020-11-09;40 - 49;FE;1
2020-11-09;40 - 49;MA;3
2020-11-09;50 - 59;FE;5
2020-11-09;50 - 59;MA;12
2020-11-09;60 - 69;FE;2
2020-11-09;60 - 69;MA;5
2020-11-09;70 - 79;FE;3
2020-11-09;70 - 79;MA;1
2020-11-09;80 - 89;FE;2
2020-11-09;80 - 89;MA;1
2020-11-10;> 89;FE;2
2020-11-10;10 - 19;FE;3
2020-11-10;10 - 19;MA;3
2020-11-10;20 - 29;FE;8
2020-11-10;20 - 29;MA;9
2020-11-10;30 - 39;FE;9
2020-11-10;30 - 39;MA;11
2020-11-10;40 - 49;FE;6
2020-11-10;40 - 49;MA;8
2020-11-10;50 - 59;FE;13
2020-11-10;50 - 59;MA;18
2020-11-10;60 - 69;FE;4
2020-11-10;60 - 69;MA;7
2020-11-10;70 - 79;FE;5
2020-11-10;70 - 79;MA;6
2020-11-10;80 - 89;FE;2
2020-11-10;80 - 89;MA;2
2020-11-11;> 89;FE;3
2020-11-11;00 - 09;MA;1
2020-11-11;10 - 19;FE;7
2020-11-11;10 - 19;MA;6
2020-11-11;20 - 29;FE;13
2020-11-11;20 - 29;MA;14
2020-11-11;30 - 39;FE;10
2020-11-11;30 - 39;MA;20
2020-11-11;40 - 49;FE;7
2020-11-11;40 - 49;MA;18
2020-11-11;50 - 59;FE;9
2020-11-11;50 - 59;MA;16
2020-11-11;60 - 69;FE;3
2020-11-11;60 - 69;MA;9
2020-11-11;70 - 79;FE;6
2020-11-11;80 - 89;FE;5
2020-11-11;80 - 89;MA;1
2020-11-12;> 89;FE;1
2020-11-12;10 - 19;FE;3
2020-11-12;10 - 19;MA;6
2020-11-12;20 - 29;FE;6
2020-11-12;20 - 29;MA;13
2020-11-12;30 - 39;FE;11
2020-11-12;30 - 39;MA;16
2020-11-12;40 - 49;FE;12
2020-11-12;40 - 49;MA;7
2020-11-12;50 - 59;FE;9
2020-11-12;50 - 59;MA;12
2020-11-12;60 - 69;FE;7
2020-11-12;60 - 69;MA;8
2020-11-12;70 - 79;FE;3
2020-11-12;70 - 79;MA;7
2020-11-12;80 - 89;FE;3
2020-11-12;80 - 89;MA;5
2020-11-13;> 89;MA;1
2020-11-13;10 - 19;FE;3
2020-11-13;10 - 19;MA;9
2020-11-13;20 - 29;FE;13
2020-11-13;20 - 29;MA;10
2020-11-13;30 - 39;FE;11
2020-11-13;30 - 39;MA;9
2020-11-13;40 - 49;FE;17
2020-11-13;40 - 49;MA;8
2020-11-13;50 - 59;FE;9
2020-11-13;50 - 59;MA;8
2020-11-13;60 - 69;FE;11
2020-11-13;60 - 69;MA;7
2020-11-13;70 - 79;FE;3
2020-11-13;70 - 79;MA;3
2020-11-13;80 - 89;MA;2
2020-11-14;> 89;FE;1
2020-11-14;> 89;MA;1
2020-11-14;10 - 19;FE;6
2020-11-14;10 - 19;MA;8
2020-11-14;20 - 29;FE;11
2020-11-14;20 - 29;MA;9
2020-11-14;30 - 39;FE;5
2020-11-14;30 - 39;MA;5
2020-11-14;40 - 49;FE;10
2020-11-14;40 - 49;MA;11
2020-11-14;50 - 59;FE;11
2020-11-14;50 - 59;MA;10
2020-11-14;60 - 69;FE;5
2020-11-14;60 - 69;MA;7
2020-11-14;70 - 79;FE;8
2020-11-14;70 - 79;MA;3
2020-11-14;80 - 89;FE;1
2020-11-14;80 - 89;MA;1
2020-11-15;> 89;FE;1
2020-11-15;00 - 09;FE;2
2020-11-15;00 - 09;MA;2
2020-11-15;10 - 19;FE;3
2020-11-15;10 - 19;MA;1
2020-11-15;20 - 29;FE;4
2020-11-15;20 - 29;MA;4
2020-11-15;30 - 39;FE;10
2020-11-15;30 - 39;MA;6
2020-11-15;40 - 49;FE;3
2020-11-15;40 - 49;MA;2
2020-11-15;50 - 59;FE;7
2020-11-15;50 - 59;MA;8
2020-11-15;60 - 69;FE;2
2020-11-15;60 - 69;MA;6
2020-11-15;70 - 79;FE;4
2020-11-15;70 - 79;MA;3
2020-11-15;80 - 89;FE;6
2020-11-15;80 - 89;MA;3
2020-11-16;> 89;FE;2
2020-11-16;> 89;MA;1
2020-11-16;00 - 09;FE;3
2020-11-16;10 - 19;FE;2
2020-11-16;10 - 19;MA;5
2020-11-16;20 - 29;FE;12
2020-11-16;20 - 29;MA;11
2020-11-16;30 - 39;FE;8
2020-11-16;30 - 39;MA;9
2020-11-16;40 - 49;FE;7
2020-11-16;40 - 49;MA;5
2020-11-16;50 - 59;FE;13
2020-11-16;50 - 59;MA;5
2020-11-16;60 - 69;FE;4
2020-11-16;60 - 69;MA;5
2020-11-16;70 - 79;FE;4
2020-11-16;70 - 79;MA;7
2020-11-16;80 - 89;FE;4
2020-11-16;80 - 89;MA;1
2020-11-17;> 89;FE;16
2020-11-17;> 89;MA;2
2020-11-17;00 - 09;MA;1
2020-11-17;10 - 19;FE;3
2020-11-17;10 - 19;MA;4
2020-11-17;20 - 29;FE;15
2020-11-17;20 - 29;MA;17
2020-11-17;30 - 39;FE;19
2020-11-17;30 - 39;MA;16
2020-11-17;40 - 49;FE;10
2020-11-17;40 - 49;MA;15
2020-11-17;50 - 59;FE;17
2020-11-17;50 - 59;MA;6
2020-11-17;60 - 69;FE;7
2020-11-17;60 - 69;MA;1
2020-11-17;70 - 79;FE;1
2020-11-17;70 - 79;MA;5
2020-11-17;80 - 89;FE;6
2020-11-17;80 - 89;MA;4
2020-11-18;> 89;MA;2
2020-11-18;00 - 09;MA;1
2020-11-18;10 - 19;FE;1
2020-11-18;10 - 19;MA;4
2020-11-18;20 - 29;FE;9
2020-11-18;20 - 29;MA;7
2020-11-18;30 - 39;FE;5
2020-11-18;30 - 39;MA;7
2020-11-18;40 - 49;FE;5
2020-11-18;40 - 49;MA;8
2020-11-18;50 - 59;FE;6
2020-11-18;50 - 59;MA;9
2020-11-18;60 - 69;FE;3
2020-11-18;60 - 69;MA;3
2020-11-18;70 - 79;FE;2
2020-11-18;70 - 79;MA;2
2020-11-18;80 - 89;FE;2
2020-11-18;80 - 89;MA;1
2020-11-19;> 89;FE;2
2020-11-19;00 - 09;MA;1
2020-11-19;10 - 19;FE;3
2020-11-19;10 - 19;MA;3
2020-11-19;20 - 29;FE;20
2020-11-19;20 - 29;MA;5
2020-11-19;30 - 39;FE;12
2020-11-19;30 - 39;MA;8
2020-11-19;40 - 49;FE;11
2020-11-19;40 - 49;MA;8
2020-11-19;50 - 59;FE;10
2020-11-19;50 - 59;MA;12
2020-11-19;60 - 69;FE;7
2020-11-19;60 - 69;MA;1
2020-11-19;70 - 79;MA;3
2020-11-19;80 - 89;FE;1
2020-11-19;80 - 89;MA;2
2020-11-20;> 89;FE;3
2020-11-20;> 89;MA;1
2020-11-20;00 - 09;FE;3
2020-11-20;00 - 09;MA;2
2020-11-20;10 - 19;FE;10
2020-11-20;10 - 19;MA;9
2020-11-20;20 - 29;FE;4
2020-11-20;20 - 29;MA;11
2020-11-20;30 - 39;FE;12
2020-11-20;30 - 39;MA;11
2020-11-20;40 - 49;FE;6
2020-11-20;40 - 49;MA;4
2020-11-20;50 - 59;FE;7
2020-11-20;50 - 59;MA;7
2020-11-20;60 - 69;FE;6
2020-11-20;60 - 69;MA;2
2020-11-20;70 - 79;FE;5
2020-11-20;70 - 79;MA;3
2020-11-20;80 - 89;FE;5
2020-11-21;> 89;FE;1
2020-11-21;00 - 09;FE;3
2020-11-21;00 - 09;MA;3
2020-11-21;10 - 19;FE;2
2020-11-21;10 - 19;MA;3
2020-11-21;20 - 29;FE;11
2020-11-21;20 - 29;MA;5
2020-11-21;30 - 39;FE;6
2020-11-21;30 - 39;MA;13
2020-11-21;40 - 49;FE;4
2020-11-21;40 - 49;MA;2
2020-11-21;50 - 59;FE;10
2020-11-21;50 - 59;MA;5
2020-11-21;60 - 69;FE;9
2020-11-21;60 - 69;MA;6
2020-11-21;70 - 79;FE;3
2020-11-21;70 - 79;MA;3
2020-11-21;80 - 89;FE;3
2020-11-21;80 - 89;MA;1
2020-11-22;> 89;FE;2
2020-11-22;00 - 09;FE;2
2020-11-22;00 - 09;MA;1
2020-11-22;10 - 19;FE;5
2020-11-22;10 - 19;MA;2
2020-11-22;20 - 29;FE;5
2020-11-22;20 - 29;MA;6
2020-11-22;30 - 39;FE;5
2020-11-22;30 - 39;MA;7
2020-11-22;40 - 49;FE;4
2020-11-22;40 - 49;MA;3
2020-11-22;50 - 59;FE;2
2020-11-22;50 - 59;MA;1
2020-11-22;60 - 69;FE;3
2020-11-22;60 - 69;MA;2
2020-11-22;80 - 89;MA;1
2020-11-23;10 - 19;FE;4
2020-11-23;10 - 19;MA;5
2020-11-23;20 - 29;FE;8
2020-11-23;20 - 29;MA;6
2020-11-23;30 - 39;FE;9
2020-11-23;30 - 39;MA;8
2020-11-23;40 - 49;FE;10
2020-11-23;40 - 49;MA;6
2020-11-23;50 - 59;FE;7
2020-11-23;50 - 59;MA;8
2020-11-23;60 - 69;FE;7
2020-11-23;60 - 69;MA;4
2020-11-23;70 - 79;FE;1
2020-11-23;70 - 79;MA;6
2020-11-23;80 - 89;FE;1
2020-11-24;> 89;FE;1
2020-11-24;00 - 09;FE;2
2020-11-24;00 - 09;MA;6
2020-11-24;10 - 19;FE;5
2020-11-24;10 - 19;MA;6
2020-11-24;20 - 29;FE;8
2020-11-24;20 - 29;MA;7
2020-11-24;30 - 39;FE;10
2020-11-24;30 - 39;MA;9
2020-11-24;40 - 49;FE;5
2020-11-24;40 - 49;MA;6
2020-11-24;50 - 59;FE;7
2020-11-24;50 - 59;MA;10
2020-11-24;60 - 69;FE;8
2020-11-24;60 - 69;MA;5
2020-11-24;70 - 79;FE;3
2020-11-24;70 - 79;MA;3
2020-11-24;80 - 89;FE;5
2020-11-24;80 - 89;MA;3
2020-11-25;> 89;FE;9
2020-11-25;00 - 09;FE;3
2020-11-25;00 - 09;MA;2
2020-11-25;10 - 19;FE;5
2020-11-25;10 - 19;MA;12
2020-11-25;20 - 29;FE;22
2020-11-25;20 - 29;MA;14
2020-11-25;30 - 39;FE;13
2020-11-25;30 - 39;MA;9
2020-11-25;40 - 49;FE;11
2020-11-25;40 - 49;MA;8
2020-11-25;50 - 59;FE;8
2020-11-25;50 - 59;MA;7
2020-11-25;60 - 69;FE;6
2020-11-25;60 - 69;MA;3
2020-11-25;70 - 79;FE;5
2020-11-25;70 - 79;MA;4
2020-11-25;80 - 89;FE;5
2020-11-25;80 - 89;MA;2
2020-11-26;> 89;FE;3
2020-11-26;00 - 09;MA;2
2020-11-26;10 - 19;FE;1
2020-11-26;10 - 19;MA;4
